Eastern Date Hour,Eastern Date Hour Time Zone,Zone Name,Zone PTID,DAM Zonal LBMP,DAM Zonal Losses,DAM Zonal Congestion,DAM Zonal Price Version
1/1/2017 0:00,EST,LONGIL,61762,34.05,1.65,-20.07,1
1/1/2017 1:00,EST,LONGIL,61762,32.24,0.99,-22.9,1
1/1/2017 2:00,EST,LONGIL,61762,29.33,0.74,-21.66,1
1/1/2017 3:00,EST,LONGIL,61762,25.11,0.75,-17.42,1
1/1/2017 4:00,EST,LONGIL,61762,26.99,0.71,-19.02,1
1/1/2017 5:00,EST,LONGIL,61762,25.74,0.84,-17.08,1
1/1/2017 6:00,EST,LONGIL,61762,24.27,1.21,-12.86,1
1/1/2017 7:00,EST,LONGIL,61762,27.53,1.11,-16.42,1
1/1/2017 8:00,EST,LONGIL,61762,30.75,1.47,-16.51,1
1/1/2017 9:00,EST,LONGIL,61762,35.73,1.87,-18.89,1
1/1/2017 10:00,EST,LONGIL,61762,31.93,2.21,-12.75,1
1/1/2017 11:00,EST,LONGIL,61762,30.92,2.44,-9.44,1
1/1/2017 12:00,EST,LONGIL,61762,32.2,2.47,-10.7,1
1/1/2017 13:00,EST,LONGIL,61762,30.33,2.42,-8.55,1
1/1/2017 14:00,EST,LONGIL,61762,30.52,2.61,-7.36,1
1/1/2017 15:00,EST,LONGIL,61762,30.72,3.1,-5.15,1
1/1/2017 16:00,EST,LONGIL,61762,36.39,4.51,-0.76,1
1/1/2017 17:00,EST,LONGIL,61762,52.39,5.87,-5.15,1
1/1/2017 18:00,EST,LONGIL,61762,45.29,5.43,-2.93,1
1/1/2017 19:00,EST,LONGIL,61762,40.76,5.06,-0.02,1
1/1/2017 20:00,EST,LONGIL,61762,38.44,4.83,-0.76,1
1/1/2017 21:00,EST,LONGIL,61762,36.26,3.78,-5.46,1
1/1/2017 22:00,EST,LONGIL,61762,32.26,2.92,-5.98,1
1/1/2017 23:00,EST,LONGIL,61762,30.2,2.77,-2.67,1
1/2/2017 0:00,EST,LONGIL,61762,39.33,3.3,-10.81,1
1/2/2017 1:00,EST,LONGIL,61762,35.47,2.16,-14.33,1
1/2/2017 2:00,EST,LONGIL,61762,30.38,2.06,-8.9,1
1/2/2017 3:00,EST,LONGIL,61762,27.55,1.6,-11.01,1
1/2/2017 4:00,EST,LONGIL,61762,30.14,2,-8.9,1
1/2/2017 5:00,EST,LONGIL,61762,30.47,2.48,-6.19,1
1/2/2017 6:00,EST,LONGIL,61762,32.95,3.08,-5.8,1
1/2/2017 7:00,EST,LONGIL,61762,36.2,2.23,-16.38,1
1/2/2017 8:00,EST,LONGIL,61762,39.54,2.29,-19.52,1
1/2/2017 9:00,EST,LONGIL,61762,44.08,2.46,-21.15,1
1/2/2017 10:00,EST,LONGIL,61762,39.69,2.83,-14.59,1
1/2/2017 11:00,EST,LONGIL,61762,40.11,3.36,-11.33,1
1/2/2017 12:00,EST,LONGIL,61762,40.18,3.41,-10.52,1
1/2/2017 13:00,EST,LONGIL,61762,38.41,3.52,-7.78,1
1/2/2017 14:00,EST,LONGIL,61762,36.79,3.33,-9.87,1
1/2/2017 15:00,EST,LONGIL,61762,37.73,3.35,-10.64,1
1/2/2017 16:00,EST,LONGIL,61762,46.23,5.01,-7.39,1
1/2/2017 17:00,EST,LONGIL,61762,67.34,7.49,-8.89,1
1/2/2017 18:00,EST,LONGIL,61762,60.7,6.31,-11.45,1
1/2/2017 19:00,EST,LONGIL,61762,55.2,5.56,-12.57,1
1/2/2017 20:00,EST,LONGIL,61762,41.52,4.9,-4.81,1
1/2/2017 21:00,EST,LONGIL,61762,37.7,3.96,-8.01,1
1/2/2017 22:00,EST,LONGIL,61762,32.67,2.18,-12.6,1
1/2/2017 23:00,EST,LONGIL,61762,29.05,2.08,-9.87,1
1/3/2017 0:00,EST,LONGIL,61762,31.18,2.02,-10.97,1
1/3/2017 1:00,EST,LONGIL,61762,29.82,1.4,-14.25,1
1/3/2017 2:00,EST,LONGIL,61762,27.79,1.24,-13.94,1
1/3/2017 3:00,EST,LONGIL,61762,27.69,1.32,-13.17,1
1/3/2017 4:00,EST,LONGIL,61762,28.61,1.29,-14.29,1
1/3/2017 5:00,EST,LONGIL,61762,30.28,2.35,-7.99,1
1/3/2017 6:00,EST,LONGIL,61762,36.85,3.59,-6.02,1
1/3/2017 7:00,EST,LONGIL,61762,42.39,3.67,-9.15,1
1/3/2017 8:00,EST,LONGIL,61762,45.23,3.75,-11.72,1
1/3/2017 9:00,EST,LONGIL,61762,48.71,3.57,-16.34,1
1/3/2017 10:00,EST,LONGIL,61762,43.77,4.09,-8.48,1
1/3/2017 11:00,EST,LONGIL,61762,43.71,4.23,-6.67,1
1/3/2017 12:00,EST,LONGIL,61762,40.87,3.92,-6.09,1
1/3/2017 13:00,EST,LONGIL,61762,40.8,4.15,-5.88,1
1/3/2017 14:00,EST,LONGIL,61762,40.05,4.03,-5.47,1
1/3/2017 15:00,EST,LONGIL,61762,42.52,4.05,-9.35,1
1/3/2017 16:00,EST,LONGIL,61762,51.03,4.9,-12.83,1
1/3/2017 17:00,EST,LONGIL,61762,64.79,7.08,-8.88,1
1/3/2017 18:00,EST,LONGIL,61762,59,6.56,-8.69,1
1/3/2017 19:00,EST,LONGIL,61762,55.93,6.1,-8.88,1
1/3/2017 20:00,EST,LONGIL,61762,43.48,5.27,-3.29,1
1/3/2017 21:00,EST,LONGIL,61762,37.66,4.15,-3.43,1
1/3/2017 22:00,EST,LONGIL,61762,33.08,2.87,-5.88,1
1/3/2017 23:00,EST,LONGIL,61762,29.04,2.29,-4.04,1
1/4/2017 0:00,EST,LONGIL,61762,31.78,2.35,-9.01,1
1/4/2017 1:00,EST,LONGIL,61762,28.9,1.63,-10.99,1
1/4/2017 2:00,EST,LONGIL,61762,28.51,1.34,-13.39,1
1/4/2017 3:00,EST,LONGIL,61762,28.54,1.41,-12.74,1
1/4/2017 4:00,EST,LONGIL,61762,29.25,1.36,-13.86,1
1/4/2017 5:00,EST,LONGIL,61762,30.55,2.15,-9.01,1
1/4/2017 6:00,EST,LONGIL,61762,40.96,3.56,-10.2,1
1/4/2017 7:00,EST,LONGIL,61762,45.64,4.22,-10.18,1
1/4/2017 8:00,EST,LONGIL,61762,46.2,4.68,-9.46,1
1/4/2017 9:00,EST,LONGIL,61762,48.71,4.26,-15.09,1
1/4/2017 10:00,EST,LONGIL,61762,44.28,4.3,-10.16,1
1/4/2017 11:00,EST,LONGIL,61762,43.45,4.34,-10.33,1
1/4/2017 12:00,EST,LONGIL,61762,42.24,4.15,-11.11,1
1/4/2017 13:00,EST,LONGIL,61762,42.08,4,-12.1,1
1/4/2017 14:00,EST,LONGIL,61762,41.24,4.17,-10.7,1
1/4/2017 15:00,EST,LONGIL,61762,42.82,3.87,-14.31,1
1/4/2017 16:00,EST,LONGIL,61762,47.59,4.78,-12.38,1
1/4/2017 17:00,EST,LONGIL,61762,56.37,7.15,-3.97,1
1/4/2017 18:00,EST,LONGIL,61762,50.54,6.5,-3.66,1
1/4/2017 19:00,EST,LONGIL,61762,49.29,5.37,-10.14,1
1/4/2017 20:00,EST,LONGIL,61762,46.7,4.81,-11.85,1
1/4/2017 21:00,EST,LONGIL,61762,42.38,4.02,-12.56,1
1/4/2017 22:00,EST,LONGIL,61762,39.56,2.76,-15.26,1
1/4/2017 23:00,EST,LONGIL,61762,31.42,2.66,-8.74,1
1/5/2017 0:00,EST,LONGIL,61762,37.46,2.99,-12.48,1
1/5/2017 1:00,EST,LONGIL,61762,33.72,2.51,-12.88,1
1/5/2017 2:00,EST,LONGIL,61762,30.97,2.18,-12.11,1
1/5/2017 3:00,EST,LONGIL,61762,30.92,2.3,-11.45,1
1/5/2017 4:00,EST,LONGIL,61762,32.32,2.26,-13.11,1
1/5/2017 5:00,EST,LONGIL,61762,35.9,3.14,-8.76,1
1/5/2017 6:00,EST,LONGIL,61762,43.58,4.4,-7.34,1
1/5/2017 7:00,EST,LONGIL,61762,50.49,4.85,-13.31,1
1/5/2017 8:00,EST,LONGIL,61762,54.2,4.77,-19.45,1
1/5/2017 9:00,EST,LONGIL,61762,54.7,4.6,-20.94,1
1/5/2017 10:00,EST,LONGIL,61762,50.71,4.5,-17.73,1
1/5/2017 11:00,EST,LONGIL,61762,50.32,4.26,-18.36,1
1/5/2017 12:00,EST,LONGIL,61762,49.56,4.08,-18.96,1
1/5/2017 13:00,EST,LONGIL,61762,48.91,3.98,-18.95,1
1/5/2017 14:00,EST,LONGIL,61762,49.23,3.93,-19.4,1
1/5/2017 15:00,EST,LONGIL,61762,49.63,3.97,-19.4,1
1/5/2017 16:00,EST,LONGIL,61762,59,5.03,-22.5,1
1/5/2017 17:00,EST,LONGIL,61762,73.12,7.62,-15.67,1
1/5/2017 18:00,EST,LONGIL,61762,68.4,7.44,-13.86,1
1/5/2017 19:00,EST,LONGIL,61762,66.72,6.37,-19.25,1
1/5/2017 20:00,EST,LONGIL,61762,64.12,5.39,-24.85,1
1/5/2017 21:00,EST,LONGIL,61762,58.02,4.66,-24.07,1
1/5/2017 22:00,EST,LONGIL,61762,48.87,4.08,-17.24,1
1/5/2017 23:00,EST,LONGIL,61762,41.92,3.69,-12.08,1
1/6/2017 0:00,EST,LONGIL,61762,48.21,3.93,-16.57,1
1/6/2017 1:00,EST,LONGIL,61762,45.25,3.45,-16.6,1
1/6/2017 2:00,EST,LONGIL,61762,43.1,3.52,-13.93,1
1/6/2017 3:00,EST,LONGIL,61762,42.45,3.51,-13.12,1
1/6/2017 4:00,EST,LONGIL,61762,42.96,3.47,-13.75,1
1/6/2017 5:00,EST,LONGIL,61762,49.16,4.21,-14.89,1
1/6/2017 6:00,EST,LONGIL,61762,58.88,6.14,-10.68,1
1/6/2017 7:00,EST,LONGIL,61762,65.85,6.64,-14.33,1
1/6/2017 8:00,EST,LONGIL,61762,65.5,7.14,-11.99,1
1/6/2017 9:00,EST,LONGIL,61762,64.93,6.87,-13.46,1
1/6/2017 10:00,EST,LONGIL,61762,65.46,6.46,-15.63,1
1/6/2017 11:00,EST,LONGIL,61762,65.5,6.46,-15.67,1
1/6/2017 12:00,EST,LONGIL,61762,59.82,6.04,-15.01,1
1/6/2017 13:00,EST,LONGIL,61762,57.73,5.65,-15.34,1
1/6/2017 14:00,EST,LONGIL,61762,55,5.25,-15.18,1
1/6/2017 15:00,EST,LONGIL,61762,55.28,5.47,-14.3,1
1/6/2017 16:00,EST,LONGIL,61762,65.56,5.83,-22.08,1
1/6/2017 17:00,EST,LONGIL,61762,75.85,8.65,-12.81,1
1/6/2017 18:00,EST,LONGIL,61762,72.13,8.32,-11.81,1
1/6/2017 19:00,EST,LONGIL,61762,66.98,7.65,-11.84,1
1/6/2017 20:00,EST,LONGIL,61762,65.34,6.53,-18.26,1
1/6/2017 21:00,EST,LONGIL,61762,66,6.2,-20.07,1
1/6/2017 22:00,EST,LONGIL,61762,57.24,4.99,-19.2,1
1/6/2017 23:00,EST,LONGIL,61762,50.46,4.05,-18.49,1
1/7/2017 0:00,EST,LONGIL,61762,61.24,3.83,-28.63,1
1/7/2017 1:00,EST,LONGIL,61762,58.85,3.43,-29.83,1
1/7/2017 2:00,EST,LONGIL,61762,52.87,3.34,-24.25,1
1/7/2017 3:00,EST,LONGIL,61762,50.8,3.4,-21.26,1
1/7/2017 4:00,EST,LONGIL,61762,51.28,3.36,-21.86,1
1/7/2017 5:00,EST,LONGIL,61762,54.16,3.64,-22.77,1
1/7/2017 6:00,EST,LONGIL,61762,59.52,4.41,-21.47,1
1/7/2017 7:00,EST,LONGIL,61762,63.72,4.56,-25.67,1
1/7/2017 8:00,EST,LONGIL,61762,72.97,5.89,-26.7,1
1/7/2017 9:00,EST,LONGIL,61762,77.32,6.3,-29.03,1
1/7/2017 10:00,EST,LONGIL,61762,74.27,6.61,-22.74,1
1/7/2017 11:00,EST,LONGIL,61762,71.5,6.23,-23.47,1
1/7/2017 12:00,EST,LONGIL,61762,69.61,5.31,-28.41,1
1/7/2017 13:00,EST,LONGIL,61762,69.2,4.8,-31.26,1
1/7/2017 14:00,EST,LONGIL,61762,68.07,4.89,-29.72,1
1/7/2017 15:00,EST,LONGIL,61762,66.81,4.71,-29.81,1
1/7/2017 16:00,EST,LONGIL,61762,70.72,5.53,-28.81,1
1/7/2017 17:00,EST,LONGIL,61762,89.21,8.23,-27.21,1
1/7/2017 18:00,EST,LONGIL,61762,80.66,7.95,-21.45,1
1/7/2017 19:00,EST,LONGIL,61762,77.57,6.6,-27.51,1
1/7/2017 20:00,EST,LONGIL,61762,71.82,5.72,-28.69,1
1/7/2017 21:00,EST,LONGIL,61762,71,5.54,-28.76,1
1/7/2017 22:00,EST,LONGIL,61762,69.27,4.61,-32.83,1
1/7/2017 23:00,EST,LONGIL,61762,58.63,4.14,-23.8,1
1/8/2017 0:00,EST,LONGIL,61762,69.17,3.36,-40.58,1
1/8/2017 1:00,EST,LONGIL,61762,66.88,2.98,-41.53,1
1/8/2017 2:00,EST,LONGIL,61762,65.92,2.93,-41.01,1
1/8/2017 3:00,EST,LONGIL,61762,61.93,2.9,-37.08,1
1/8/2017 4:00,EST,LONGIL,61762,61.94,2.93,-36.99,1
1/8/2017 5:00,EST,LONGIL,61762,61.61,3.05,-34.92,1
1/8/2017 6:00,EST,LONGIL,61762,66.25,3.67,-35.76,1
1/8/2017 7:00,EST,LONGIL,61762,69.32,3.69,-39.8,1
1/8/2017 8:00,EST,LONGIL,61762,75.82,4.8,-40.06,1
1/8/2017 9:00,EST,LONGIL,61762,88.59,5.18,-50.44,1
1/8/2017 10:00,EST,LONGIL,61762,88.54,4.77,-52.38,1
1/8/2017 11:00,EST,LONGIL,61762,95.1,4.75,-58.91,1
1/8/2017 12:00,EST,LONGIL,61762,81.54,3.88,-52.11,1
1/8/2017 13:00,EST,LONGIL,61762,80,3.83,-51.13,1
1/8/2017 14:00,EST,LONGIL,61762,89.74,3.87,-60.73,1
1/8/2017 15:00,EST,LONGIL,61762,93.72,3.82,-64.96,1
1/8/2017 16:00,EST,LONGIL,61762,99.02,4.22,-67.6,1
1/8/2017 17:00,EST,LONGIL,61762,143.62,7.55,-87.03,1
1/8/2017 18:00,EST,LONGIL,61762,145,8.39,-82.48,1
1/8/2017 19:00,EST,LONGIL,61762,137.6,7.22,-83.45,1
1/8/2017 20:00,EST,LONGIL,61762,117.15,5.61,-76.05,1
1/8/2017 21:00,EST,LONGIL,61762,109.75,5.3,-70.68,1
1/8/2017 22:00,EST,LONGIL,61762,87.58,3.69,-59.27,1
1/8/2017 23:00,EST,LONGIL,61762,68.36,3.92,-36.61,1
1/9/2017 0:00,EST,LONGIL,61762,75,3.1,-49.29,1
1/9/2017 1:00,EST,LONGIL,61762,71.99,2.89,-48.17,1
1/9/2017 2:00,EST,LONGIL,61762,71.56,2.85,-47.61,1
1/9/2017 3:00,EST,LONGIL,61762,71.57,2.78,-48.01,1
1/9/2017 4:00,EST,LONGIL,61762,69.89,2.82,-46.05,1
1/9/2017 5:00,EST,LONGIL,61762,77.81,5.01,-34.85,1
1/9/2017 6:00,EST,LONGIL,61762,102,8.23,-36.62,1
1/9/2017 7:00,EST,LONGIL,61762,117.18,8.32,-51.12,1
1/9/2017 8:00,EST,LONGIL,61762,116.22,10.32,-40.56,1
1/9/2017 9:00,EST,LONGIL,61762,114.06,7.72,-58.04,1
1/9/2017 10:00,EST,LONGIL,61762,107.93,6.24,-62.44,1
1/9/2017 11:00,EST,LONGIL,61762,100,5.85,-56.64,1
1/9/2017 12:00,EST,LONGIL,61762,89.89,4.4,-57.66,1
1/9/2017 13:00,EST,LONGIL,61762,84.78,4.46,-51.88,1
1/9/2017 14:00,EST,LONGIL,61762,84.55,4.14,-54.35,1
1/9/2017 15:00,EST,LONGIL,61762,88.17,4.37,-56.29,1
1/9/2017 16:00,EST,LONGIL,61762,128.57,5.07,-90.8,1
1/9/2017 17:00,EST,LONGIL,61762,149.02,8.24,-88.61,1
1/9/2017 18:00,EST,LONGIL,61762,176.67,7.53,-121.76,1
1/9/2017 19:00,EST,LONGIL,61762,172.76,5.11,-135.91,1
1/9/2017 20:00,EST,LONGIL,61762,149.02,4.82,-114.3,1
1/9/2017 21:00,EST,LONGIL,61762,113.24,4.9,-77.73,1
1/9/2017 22:00,EST,LONGIL,61762,85.57,3.55,-59.4,1
1/9/2017 23:00,EST,LONGIL,61762,66.7,3.42,-39.7,1
1/10/2017 0:00,EST,LONGIL,61762,76.03,3.08,-51.23,1
1/10/2017 1:00,EST,LONGIL,61762,69.2,2.69,-47.58,1
1/10/2017 2:00,EST,LONGIL,61762,69.03,2.41,-49.29,1
1/10/2017 3:00,EST,LONGIL,61762,67.37,2.06,-50.29,1
1/10/2017 4:00,EST,LONGIL,61762,66.49,2.77,-43.68,1
1/10/2017 5:00,EST,LONGIL,61762,77.41,3.15,-51.74,1
1/10/2017 6:00,EST,LONGIL,61762,87.94,5.57,-45.98,1
1/10/2017 7:00,EST,LONGIL,61762,91.4,4.96,-54.04,1
1/10/2017 8:00,EST,LONGIL,61762,94.53,4.92,-59.26,1
1/10/2017 9:00,EST,LONGIL,61762,91.04,4.34,-60.21,1
1/10/2017 10:00,EST,LONGIL,61762,62.89,5.34,-26.54,1
1/10/2017 11:00,EST,LONGIL,61762,57.57,5.63,-18.21,1
1/10/2017 12:00,EST,LONGIL,61762,55.33,5.23,-18.99,1
1/10/2017 13:00,EST,LONGIL,61762,54.44,4.7,-21.59,1
1/10/2017 14:00,EST,LONGIL,61762,54.25,4.51,-23.09,1
1/10/2017 15:00,EST,LONGIL,61762,55.93,4.33,-25.33,1
1/10/2017 16:00,EST,LONGIL,61762,62.61,4.36,-31.52,1
1/10/2017 17:00,EST,LONGIL,61762,78.56,5.94,-36.6,1
1/10/2017 18:00,EST,LONGIL,61762,92.9,5.59,-54.44,1
1/10/2017 19:00,EST,LONGIL,61762,70.57,4.89,-36.55,1
1/10/2017 20:00,EST,LONGIL,61762,64.3,4.41,-32.31,1
1/10/2017 21:00,EST,LONGIL,61762,57.45,4.04,-27.53,1
1/10/2017 22:00,EST,LONGIL,61762,51.82,3.31,-26.85,1
1/10/2017 23:00,EST,LONGIL,61762,45.18,2.47,-24.01,1
1/11/2017 0:00,EST,LONGIL,61762,36.6,1.53,-22.69,1
1/11/2017 1:00,EST,LONGIL,61762,33.52,1.5,-19.9,1
1/11/2017 2:00,EST,LONGIL,61762,30.95,1.26,-19.2,1
1/11/2017 3:00,EST,LONGIL,61762,29.04,1.12,-18.32,1
1/11/2017 4:00,EST,LONGIL,61762,31.47,1.3,-19.67,1
1/11/2017 5:00,EST,LONGIL,61762,32.42,1.55,-18.17,1
1/11/2017 6:00,EST,LONGIL,61762,39.63,3.48,-10.98,1
1/11/2017 7:00,EST,LONGIL,61762,43.54,4.67,-7.96,1
1/11/2017 8:00,EST,LONGIL,61762,42.45,4.84,-7.35,1
1/11/2017 9:00,EST,LONGIL,61762,43.21,4.96,-7.47,1
1/11/2017 10:00,EST,LONGIL,61762,41.08,4.72,-5.94,1
1/11/2017 11:00,EST,LONGIL,61762,41.01,4.64,-5.45,1
1/11/2017 12:00,EST,LONGIL,61762,40.79,4.51,-6.77,1
1/11/2017 13:00,EST,LONGIL,61762,37.05,4.44,-3.63,1
1/11/2017 14:00,EST,LONGIL,61762,36,4.39,-3.26,1
1/11/2017 15:00,EST,LONGIL,61762,37.78,4.31,-5.48,1
1/11/2017 16:00,EST,LONGIL,61762,41.49,4.71,-6.58,1
1/11/2017 17:00,EST,LONGIL,61762,46.93,6.36,-0.05,1
1/11/2017 18:00,EST,LONGIL,61762,46.06,5.63,-4.34,1
1/11/2017 19:00,EST,LONGIL,61762,45.68,5.08,-8.41,1
1/11/2017 20:00,EST,LONGIL,61762,41.41,4.6,-7.68,1
1/11/2017 21:00,EST,LONGIL,61762,40.66,3.7,-11.59,1
1/11/2017 22:00,EST,LONGIL,61762,33.97,3.54,-5.84,1
1/11/2017 23:00,EST,LONGIL,61762,30.42,2.68,-7.86,1
1/12/2017 0:00,EST,LONGIL,61762,32.1,1.45,-17.5,1
1/12/2017 1:00,EST,LONGIL,61762,28.78,0.8,-18.7,1
1/12/2017 2:00,EST,LONGIL,61762,25.53,0.68,-17.56,1
1/12/2017 3:00,EST,LONGIL,61762,25.26,0.6,-18.26,1
1/12/2017 4:00,EST,LONGIL,61762,28.95,0.71,-21.72,1
1/12/2017 5:00,EST,LONGIL,61762,29.47,1.16,-17.64,1
1/12/2017 6:00,EST,LONGIL,61762,34.92,3.33,-7.32,1
1/12/2017 7:00,EST,LONGIL,61762,35.41,4.15,-3.43,1
1/12/2017 8:00,EST,LONGIL,61762,34.86,4.57,-1.89,1
1/12/2017 9:00,EST,LONGIL,61762,35.17,4.63,-1.78,1
1/12/2017 10:00,EST,LONGIL,61762,37,4.37,-4.98,1
1/12/2017 11:00,EST,LONGIL,61762,36.12,4.49,-2.64,1
1/12/2017 12:00,EST,LONGIL,61762,34.54,4.36,-2.44,1
1/12/2017 13:00,EST,LONGIL,61762,33.45,4.11,-2.09,1
1/12/2017 14:00,EST,LONGIL,61762,32.92,4.08,-1.64,1
1/12/2017 15:00,EST,LONGIL,61762,34.38,4.26,-3.14,1
1/12/2017 16:00,EST,LONGIL,61762,41.81,4.85,-6.43,1
1/12/2017 17:00,EST,LONGIL,61762,44.98,5.92,-0.59,1
1/12/2017 18:00,EST,LONGIL,61762,48.19,5.22,-8.61,1
1/12/2017 19:00,EST,LONGIL,61762,44.45,4.81,-8.22,1
1/12/2017 20:00,EST,LONGIL,61762,40.61,4.11,-8.7,1
1/12/2017 21:00,EST,LONGIL,61762,36.13,3.99,-5.4,1
1/12/2017 22:00,EST,LONGIL,61762,30.03,3.62,-1.47,1
1/12/2017 23:00,EST,LONGIL,61762,27.04,2.93,-2.22,1
1/13/2017 0:00,EST,LONGIL,61762,21.91,2.06,-0.05,1
1/13/2017 1:00,EST,LONGIL,61762,20.16,1.21,-3.66,1
1/13/2017 2:00,EST,LONGIL,61762,19.41,0.98,-4.78,1
1/13/2017 3:00,EST,LONGIL,61762,19.47,1.1,-5.17,1
1/13/2017 4:00,EST,LONGIL,61762,19.74,1.09,-4.31,1
1/13/2017 5:00,EST,LONGIL,61762,22.69,2,-3.47,1
1/13/2017 6:00,EST,LONGIL,61762,29.3,3.51,-0.56,1
1/13/2017 7:00,EST,LONGIL,61762,33.19,4.1,0,1
1/13/2017 8:00,EST,LONGIL,61762,34.34,4.53,0,1
1/13/2017 9:00,EST,LONGIL,61762,34.31,4.47,0,1
1/13/2017 10:00,EST,LONGIL,61762,35.17,4.27,-1.41,1
1/13/2017 11:00,EST,LONGIL,61762,35.33,4.2,-1.39,1
1/13/2017 12:00,EST,LONGIL,61762,33.66,4.02,-1.74,1
1/13/2017 13:00,EST,LONGIL,61762,33.6,3.98,-1.76,1
1/13/2017 14:00,EST,LONGIL,61762,33.8,3.99,-1.71,1
1/13/2017 15:00,EST,LONGIL,61762,34.04,4.03,-1.66,1
1/13/2017 16:00,EST,LONGIL,61762,40.38,5.02,-1.23,1
1/13/2017 17:00,EST,LONGIL,61762,51.84,6.25,-0.01,1
1/13/2017 18:00,EST,LONGIL,61762,48.2,5.85,-0.01,1
1/13/2017 19:00,EST,LONGIL,61762,45.81,5.26,-1.89,1
1/13/2017 20:00,EST,LONGIL,61762,41.7,4.75,-2,1
1/13/2017 21:00,EST,LONGIL,61762,38.75,4.28,-1.56,1
1/13/2017 22:00,EST,LONGIL,61762,47.03,3.55,-14.09,1
1/13/2017 23:00,EST,LONGIL,61762,42.57,2.96,-13.16,1
1/14/2017 0:00,EST,LONGIL,61762,37.82,3.85,-1.07,1
1/14/2017 1:00,EST,LONGIL,61762,36.29,3.61,-0.97,1
1/14/2017 2:00,EST,LONGIL,61762,33.84,3.16,-0.01,1
1/14/2017 3:00,EST,LONGIL,61762,32.67,3.02,-0.01,1
1/14/2017 4:00,EST,LONGIL,61762,33.31,3.03,-0.01,1
1/14/2017 5:00,EST,LONGIL,61762,35.75,3.44,-1.55,1
1/14/2017 6:00,EST,LONGIL,61762,41.95,3.95,-5.07,1
1/14/2017 7:00,EST,LONGIL,61762,43.25,4.05,-7.27,1
1/14/2017 8:00,EST,LONGIL,61762,50.67,5.05,-7.08,1
1/14/2017 9:00,EST,LONGIL,61762,48.79,4.54,-5.1,1
1/14/2017 10:00,EST,LONGIL,61762,51.1,4.87,-6.65,1
1/14/2017 11:00,EST,LONGIL,61762,49.89,5.25,-4.52,1
1/14/2017 12:00,EST,LONGIL,61762,49.11,4.94,-6.45,1
1/14/2017 13:00,EST,LONGIL,61762,44.47,4.71,-5.36,1
1/14/2017 14:00,EST,LONGIL,61762,42.85,4.52,-5.35,1
1/14/2017 15:00,EST,LONGIL,61762,41.95,5,-2.23,1
1/14/2017 16:00,EST,LONGIL,61762,49.52,5.51,-5.73,1
1/14/2017 17:00,EST,LONGIL,61762,58.54,7.39,-2.22,1
1/14/2017 18:00,EST,LONGIL,61762,55.93,6.79,-3,1
1/14/2017 19:00,EST,LONGIL,61762,50.97,6.23,-3.17,1
1/14/2017 20:00,EST,LONGIL,61762,50.08,5.82,-4.7,1
1/14/2017 21:00,EST,LONGIL,61762,49.45,4.96,-10.72,1
1/14/2017 22:00,EST,LONGIL,61762,41.44,4.13,-8.39,1
1/14/2017 23:00,EST,LONGIL,61762,38.92,3.53,-8.18,1
1/15/2017 0:00,EST,LONGIL,61762,36.69,3.73,-4.91,1
1/15/2017 1:00,EST,LONGIL,61762,36.41,3.56,-5.89,1
1/15/2017 2:00,EST,LONGIL,61762,29.82,3.05,-1.09,1
1/15/2017 3:00,EST,LONGIL,61762,29.3,3.07,-2.07,1
1/15/2017 4:00,EST,LONGIL,61762,29.2,2.89,-2.25,1
1/15/2017 5:00,EST,LONGIL,61762,30.37,3.32,-1.11,1
1/15/2017 6:00,EST,LONGIL,61762,31.79,3.67,-0.28,1
1/15/2017 7:00,EST,LONGIL,61762,33.16,3.36,-3.6,1
1/15/2017 8:00,EST,LONGIL,61762,36.09,4.34,-0.31,1
1/15/2017 9:00,EST,LONGIL,61762,40.13,4.33,-3.99,1
1/15/2017 10:00,EST,LONGIL,61762,39.95,4.32,-3.86,1
1/15/2017 11:00,EST,LONGIL,61762,38.72,4.38,-1.64,1
1/15/2017 12:00,EST,LONGIL,61762,39,4.33,-2.84,1
1/15/2017 13:00,EST,LONGIL,61762,38.19,4.16,-3.02,1
1/15/2017 14:00,EST,LONGIL,61762,36.16,4.06,-1.97,1
1/15/2017 15:00,EST,LONGIL,61762,35.83,4.18,-1.75,1
1/15/2017 16:00,EST,LONGIL,61762,42.31,5.19,-1.55,1
1/15/2017 17:00,EST,LONGIL,61762,62.54,6.69,-8.02,1
1/15/2017 18:00,EST,LONGIL,61762,58.1,6.38,-8.64,1
1/15/2017 19:00,EST,LONGIL,61762,64.84,5.81,-18.66,1
1/15/2017 20:00,EST,LONGIL,61762,52.98,5.41,-10.27,1
1/15/2017 21:00,EST,LONGIL,61762,46.7,5.11,-7.27,1
1/15/2017 22:00,EST,LONGIL,61762,37.1,4.42,-1.95,1
1/15/2017 23:00,EST,LONGIL,61762,34.17,3.9,-1.37,1
1/16/2017 0:00,EST,LONGIL,61762,35.02,3.41,-2.96,1
1/16/2017 1:00,EST,LONGIL,61762,30.72,3.17,0,1
1/16/2017 2:00,EST,LONGIL,61762,29.63,2.98,0,1
1/16/2017 3:00,EST,LONGIL,61762,28.3,2.83,0,1
1/16/2017 4:00,EST,LONGIL,61762,29.19,3.1,0,1
1/16/2017 5:00,EST,LONGIL,61762,32.31,3.51,-0.01,1
1/16/2017 6:00,EST,LONGIL,61762,39.96,4.08,-1.9,1
